point_id,latitude,longitude,transaction_volume,user_id
275,38.38556258,27.11545866,206,275
276,38.43227872,27.18183379,464,276
277,38.42504965,27.08553536,445,277
278,38.36664152,27.13387528,33,278
279,38.41741914,27.13997958,196,279
280,38.41649764,27.10439180,444,280
281,38.43824252,27.13208610,217,281
282,38.44626388,27.15160253,144,282
283,38.40601854,27.08203390,210,283
284,38.41847158,27.13349585,19,284
285,38.45792716,27.14261057,385,285
286,38.35355129,27.14578311,145,286
287,38.39334709,27.15731749,68,287
288,38.40593071,27.16759432,12,288
289,38.44386180,27.13162988,378,289
290,38.42060075,27.08514793,273,290
291,38.42281855,27.12668045,325,291
292,38.43430346,27.12564952,120,292
293,38.45497727,27.14008827,176,293
294,38.41636226,27.13003497,312,294
295,38.43464078,27.14583900,422,295
296,38.43589811,27.14914602,181,296
297,38.39981729,27.13513611,76,297
298,38.42294391,27.14142101,156,298
299,38.41575405,27.14300401,187,299
300,38.44305840,27.11738359,141,300
301,38.46754924,27.14313423,162,301
302,38.47504552,27.21765622,484,302
303,38.46295605,27.15476597,93,303
304,38.46166064,27.15278756,289,304
305,38.45833216,27.17392336,135,305
306,38.46359684,27.15264648,434,306
307,38.45030411,27.16201924,324,307
308,38.38810350,27.20114074,104,308
309,38.50665361,27.14971134,43,309
310,38.44984701,27.18048497,169,310
311,38.46620198,27.17758629,108,311
312,38.45302089,27.16987445,270,312
313,38.47045273,27.16343217,464,313
314,38.47635736,27.12614018,407,314
315,38.47530225,27.22866053,420,315
316,38.44393332,27.26499214,47,316
317,38.43130885,27.21360484,120,317
318,38.45276442,27.12591112,235,318
319,38.43210305,27.17237415,484,319
320,38.45077558,27.15302192,304,320
321,38.43849181,27.21590717,193,321
322,38.44354420,27.15071608,446,322
323,38.45235269,27.15630077,404,323
324,38.43021738,27.19828572,220,324
325,38.52107871,27.11594165,177,325
326,38.45558408,27.18648058,479,326
327,38.42979324,27.18502587,361,327
328,38.39829845,27.21800004,33,328
329,38.42987916,27.17241753,254,329
330,38.47339246,27.24552631,180,330
331,38.41909230,27.17104869,335,331
332,38.42520943,27.16058405,388,332
333,38.43334828,27.19103945,391,333
334,38.43457125,27.17734843,174,334
335,38.42780357,27.19390320,271,335
336,38.39089821,27.20168015,99,336
337,38.40088510,27.14383143,309,337
338,38.46912380,27.19502854,314,338
339,38.41323123,27.17254777,116,339
340,38.47043613,27.19855068,249,340
341,38.44700822,27.13836175,352,341
342,38.40069595,27.20248832,52,342
343,38.47398229,27.20088443,290,343
344,38.47184882,27.15684451,180,344
345,38.42286924,27.15343821,351,345
346,38.43516177,27.16239984,105,346
347,38.44907383,27.21013921,485,347
348,38.44007405,27.14631591,500,348
349,38.42610299,27.21076355,316,349
350,38.50041098,27.19957974,45,350
351,38.49529285,27.12780772,34,351
352,38.39928774,27.12050069,464,352
353,38.42802260,27.16348217,97,353
354,38.47180564,27.17377828,80,354
355,38.46403568,27.16780578,369,355
356,38.41879039,27.15935480,435,356
357,38.48377957,27.20164425,432,357
358,38.43101718,27.18949797,479,358
359,38.41104037,27.17919951,158,359
360,38.41566556,27.21567060,147,360
361,38.43306219,27.18412114,357,361
362,38.43555279,27.20809519,42,362
363,38.41796723,27.16547904,401,363
364,38.47013798,27.22004175,92,364
365,38.45729269,27.19260867,30,365
366,38.44882852,27.20503103,212,366
367,38.43195407,27.12842111,294,367
368,38.46950859,27.20171299,57,368
369,38.46919464,27.19192404,328,369
370,38.44861029,27.22036379,337,370
371,38.49109873,27.17847515,286,371
372,38.45373569,27.14354080,52,372
373,38.47138336,27.19260090,183,373
374,38.42047360,27.25039368,83,374
375,38.47208639,27.16142410,197,375
376,38.45563771,27.14377149,459,376
377,38.44437726,27.17856029,73,377
378,38.44800997,27.17358581,284,378
379,38.44442030,27.13800349,36,379
380,38.44255426,27.16839394,16,380
381,38.51290466,27.18361396,384,381
382,38.46444985,27.20240472,54,382
383,38.37922608,27.14976837,385,383
384,38.46093133,27.16864928,313,384
385,38.45160831,27.17344360,189,385
386,38.41187228,27.21291610,348,386
387,38.41505424,27.13333949,207,387
388,38.44103774,27.17931340,405,388
389,38.48139058,27.16423103,213,389
390,38.45656478,27.12516315,230,390
391,38.42636417,27.18179864,405,391
392,38.46914683,27.21466861,373,392
393,38.40943350,27.21402479,144,393
394,38.45266593,27.17755375,337,394
395,38.42434125,27.14890731,31,395
396,38.42986482,27.15962055,345,396
397,38.48374589,27.20203116,161,397
398,38.39114833,27.14566256,140,398
399,38.46400369,27.17976939,325,399
400,38.40428415,27.20304750,154,400
401,38.42679791,27.15601116,379,401
402,38.44496398,27.24890496,318,402
403,38.43126740,27.20461734,365,403
404,38.40881415,27.24026631,145,404
405,38.48172569,27.20898629,55,405
406,38.45924580,27.20060671,75,406
407,38.40341267,27.14511358,124,407
408,38.50416436,27.14460812,267,408
409,38.42489815,27.18647136,388,409
410,38.40295761,27.18724223,396,410
411,38.51398963,27.15899427,383,411
412,38.46779032,27.11185867,426,412
413,38.43231188,27.16680500,280,413
414,38.49144407,27.20680508,191,414
415,38.45600230,27.16633382,376,415
416,38.42079389,27.13211670,225,416
417,38.44969813,27.18342064,22,417
418,38.42182319,27.18361391,179,418
419,38.42535438,27.16921152,351,419
420,38.48064325,27.15312199,26,420
421,38.49462443,27.20719509,251,421
422,38.48695209,27.17143897,261,422
423,38.48315767,27.23396882,207,423
424,38.46501185,27.17538389,306,424
425,38.44936121,27.18756528,384,425
426,38.48892430,27.14029309,315,426
427,38.48217764,27.15445714,473,427
428,38.50441840,27.18122944,309,428
429,38.49023901,27.10112389,332,429
430,38.40860627,27.13204414,197,430
431,38.47146307,27.20522024,469,431
432,38.42622850,27.17533678,310,432
433,38.41857590,27.15536676,448,433
434,38.38550274,27.20225759,295,434
435,38.43925918,27.19254149,129,435
436,38.45983758,27.21040215,59,436
437,38.42127995,27.21486414,193,437
438,38.38548248,27.18538931,59,438
439,38.44854986,27.17043024,304,439
440,38.44980064,27.14501709,87,440
441,38.43235803,27.18313934,444,441
442,38.47281476,27.19439937,99,442
443,38.37270979,27.17466871,122,443
444,38.46769969,27.17644170,286,444
445,38.46989018,27.17517480,335,445
446,38.39049219,27.13883843,448,446
447,38.50107161,27.18324201,93,447
448,38.45676595,27.16188982,495,448
449,38.47268285,27.18625740,34,449
450,38.48442676,27.18626753,91,450
451,38.44126387,27.15107796,476,451
452,38.41045107,27.17216632,140,452
453,38.43591380,27.14727483,153,453
454,38.46935001,27.19050462,215,454
455,38.45601249,27.15521929,432,455
456,38.48359807,27.17282072,393,456
457,38.41776775,27.23153342,322,457
458,38.47033951,27.16793352,296,458
459,38.41495919,27.20190212,242,459
460,38.48835890,27.20079318,254,460
461,38.44695767,27.17947927,170,461
462,38.45301441,27.24254887,54,462
463,38.40840339,27.15113216,154,463
464,38.43085898,27.14168449,136,464
465,38.44520128,27.12759570,471,465
466,38.45002741,27.15628421,233,466
467,38.49808660,27.17884744,429,467
468,38.48211535,27.17389861,19,468
469,38.43385635,27.20999528,448,469
470,38.47491795,27.17017858,197,470
471,38.45556374,27.18199881,485,471
472,38.40695294,27.21830354,50,472
473,38.45314125,27.23224743,345,473
474,38.44847085,27.13893712,61,474
475,38.45364538,27.17666845,37,475
476,38.39310601,27.17165558,157,476
477,38.40629303,27.17541085,163,477
478,38.41336757,27.20399505,141,478
479,38.43192947,27.22389608,436,479
480,38.46457201,27.21582718,97,480
481,38.42700239,27.23094938,404,481
482,38.44182052,27.18652592,113,482
483,38.44827964,27.19032117,305,483
484,38.41543436,27.15309749,91,484
485,38.46394093,27.18750375,409,485
486,38.40804031,27.17193931,490,486
487,38.44158181,27.24763540,181,487
488,38.44452964,27.19249152,121,488
489,38.41360076,27.15931647,140,489
490,38.41930253,27.22897333,192,490
491,38.45272969,27.20387273,265,491
492,38.46143163,27.21485373,229,492
493,38.47051754,27.26697705,457,493
494,38.40443353,27.18839208,123,494
495,38.44950165,27.13171147,244,495
496,38.47041108,27.16697605,420,496
497,38.41132142,27.16034083,206,497
498,38.46820656,27.23502462,219,498
499,38.48509851,27.22732675,259,499
500,38.44263751,27.16648498,484,500
501,38.46492389,27.16058059,252,501
502,38.45087461,27.18754519,132,502
503,38.44319937,27.13040711,222,503
504,38.48278380,27.21369213,261,504
505,38.45975349,27.22858463,127,505
506,38.45720458,27.19595775,358,506
507,38.45766236,27.18354546,460,507
508,38.49093267,27.21647646,291,508
509,38.45796115,27.12050545,365,509
510,38.44209763,27.14547863,115,510
511,38.41698002,27.19616873,452,511
512,38.37622338,27.20826534,103,512
513,38.45900614,27.19297428,411,513
514,38.40616479,27.21016898,164,514
515,38.43414863,27.18058012,281,515
516,38.48867716,27.25970469,129,516
517,38.37568361,27.17513710,245,517
518,38.46442624,27.16979657,285,518
519,38.42661017,27.18086587,271,519
520,38.47023301,27.19019543,355,520
521,38.44600018,27.19783090,409,521
522,38.44319305,27.13276920,490,522
523,38.45047875,27.18614000,224,523
524,38.49126660,27.15443227,329,524
525,38.48189519,27.10065847,373,525
526,38.36268281,27.22175508,413,526
527,38.47528337,27.15204916,269,527
528,38.46509970,27.17565116,449,528
529,38.43320139,27.17902557,148,529
530,38.44910241,27.18351882,425,530
531,38.42738027,27.17334095,31,531
532,38.45305522,27.20463049,296,532
533,38.43973763,27.17466767,365,533
534,38.40855472,27.17606428,416,534
535,38.45747800,27.15979793,214,535
536,38.44275578,27.21894045,375,536
537,38.45761424,27.28132581,263,537
538,38.48930907,27.18578735,243,538
539,38.49259099,27.18609851,165,539
540,38.45473067,27.23782668,147,540
541,38.46544357,27.12089445,430,541
542,38.41327878,27.13112449,441,542
543,38.44716608,27.15979369,286,543
544,38.48503368,27.22872338,77,544
545,38.45641481,27.18691925,58,545
546,38.49575063,27.17334370,341,546
547,38.48076170,27.17728702,18,547
548,38.51866206,27.16391810,342,548
549,38.45007250,27.21202037,123,549
550,38.46652381,27.20051059,275,550
551,38.44593473,27.17478931,363,551
552,38.49327210,27.11934785,259,552
553,38.45678671,27.19309157,61,553
554,38.44774104,27.12744477,97,554
555,38.41055208,27.17863921,279,555
556,38.37957287,27.13349396,144,556
557,38.46246455,27.19575875,88,557
558,38.48158105,27.22093481,418,558
559,38.46754096,27.18772366,80,559
560,38.39717251,27.17515606,65,560
561,38.44711474,27.19772135,206,561
562,38.48432732,27.14962975,363,562
563,38.47215665,27.20394844,91,563
564,38.49407557,27.19787932,67,564
565,38.47655684,27.23127944,106,565
566,38.41520288,27.18506071,235,566
567,38.45069135,27.17248015,204,567
568,38.42035409,27.24322950,113,568
569,38.47393230,27.16585299,356,569
570,38.38877105,27.18220380,253,570
571,38.48512107,27.19013909,170,571
572,38.43397066,27.16586972,366,572
573,38.42893032,27.19390683,112,573
574,38.42037696,27.11349590,256,574
575,38.46129452,27.17340057,406,575
576,38.44107456,27.15888377,364,576
577,38.43078677,27.20250602,372,577
578,38.46202458,27.15365737,222,578
579,38.43202997,27.15666701,20,579
580,38.45881549,27.15520970,409,580
581,38.42101734,27.20250793,331,581
582,38.49173104,27.20431656,472,582
583,38.45622451,27.20396134,418,583
584,38.39813588,27.15972592,410,584
585,38.43195366,27.15398139,124,585
586,38.49974702,27.20939284,230,586
587,38.42804985,27.21452452,473,587
588,38.40512634,27.12133015,193,588
589,38.54255889,27.19982828,239,589
590,38.51283886,27.21578872,185,590
591,38.47570395,27.20358339,349,591
592,38.45359118,27.20138678,256,592
593,38.45556628,27.24682050,348,593
594,38.45783336,27.20319552,139,594
595,38.40756011,27.14808817,69,595
596,38.44430270,27.14525608,345,596
597,38.45144402,27.20508345,389,597
598,38.45540147,27.21014443,127,598
599,38.48215002,27.18902958,114,599
600,38.41724966,27.18334881,248,600
601,38.40839601,27.12405245,153,601
602,38.40446036,27.15881007,245,602
603,38.45246731,27.19964504,175,603
604,38.48638816,27.11683469,324,604
605,38.48605770,27.18803311,189,605
606,38.44482697,27.14450767,468,606
607,38.41075235,27.23428491,39,607
608,38.42583197,27.21736828,339,608
609,38.47967212,27.20986703,146,609
610,38.47446477,27.17570411,484,610
611,38.44271005,27.17686153,141,611
612,38.39243759,27.18201959,403,612
613,38.45371186,27.12150205,498,613
614,38.47332844,27.20608172,11,614
615,38.44649302,27.15171812,423,615
616,38.39222123,27.19147915,431,616
617,38.49168575,27.19692510,420,617
618,38.42192071,27.13664213,38,618
619,38.44599147,27.15348290,351,619
620,38.45648397,27.16329053,88,620
621,38.49121159,27.17021242,243,621
622,38.44403367,27.17030227,266,622
623,38.42307745,27.14846589,331,623
624,38.41466676,27.23466105,273,624
625,38.46428045,27.15010468,221,625
626,38.44700545,27.17309467,220,626
627,38.41362178,27.24527947,219,627
628,38.46903948,27.23357986,369,628
629,38.39402140,27.14654760,225,629
630,38.43790775,27.21445688,354,630
631,38.46763320,27.14801636,333,631
632,38.44151598,27.22307666,30,632
633,38.42782882,27.16547126,327,633
634,38.49387360,27.17862195,304,634
635,38.50658486,27.16924502,306,635
636,38.47034741,27.15009158,445,636
637,38.44411887,27.19827947,242,637
638,38.45524428,27.07668076,103,638
639,38.43783851,27.17104585,138,639
640,38.48241317,27.16486984,36,640
641,38.48086431,27.18147294,235,641
642,38.50255771,27.19005864,308,642
643,38.45969386,27.08581311,416,643
644,38.46698913,27.19022499,191,644
645,38.48617339,27.21424174,124,645
646,38.42109039,27.18665116,476,646
647,38.46859397,27.15082370,401,647
648,38.43612622,27.17356725,384,648
649,38.45484884,27.12396001,332,649
650,38.47398804,27.14894658,258,650
651,38.42569974,27.22155932,295,651
652,38.43716805,27.15831427,246,652
653,38.42409874,27.18192997,384,653
654,38.43134009,27.16318213,64,654
655,38.50474540,27.15534387,404,655
656,38.45279706,27.17397405,331,656
657,38.48109206,27.19810877,80,657
658,38.44530321,27.19131804,466,658
659,38.50886905,27.18069804,315,659
660,38.47090900,27.24528604,36,660
661,38.51967960,27.21810515,145,661
662,38.46928153,27.15832828,102,662
663,38.47073489,27.18141883,46,663
664,38.43357305,27.14476224,281,664
665,38.48486893,27.18174327,444,665
666,38.50303434,27.15846107,143,666
667,38.49347494,27.15379831,269,667
668,38.35856966,27.20048849,231,668
669,38.42709276,27.19228433,334,669
670,38.41970202,27.21892530,137,670
671,38.47280773,27.22349554,44,671
672,38.46989796,27.13536166,309,672
673,38.49745471,27.15837582,402,673
674,38.43130963,27.18021633,76,674
675,38.38347830,27.22185266,300,675
676,38.38808893,27.18717335,151,676
677,38.40656605,27.14558274,46,677
678,38.48900804,27.22427862,281,678
679,38.40077295,27.23460398,105,679
680,38.40056463,27.14756286,60,680
681,38.48190597,27.19419773,289,681
682,38.44364612,27.21811779,135,682
683,38.48808470,27.16585855,317,683
684,38.47171268,27.14920311,179,684
685,38.40385420,27.22658201,459,685
686,38.48923548,27.16514517,252,686
687,38.45594252,27.22029013,207,687
688,38.46163856,27.21830833,391,688
689,38.47629188,27.15649453,480,689
690,38.47149738,27.20384506,353,690
691,38.44283611,27.17590172,471,691
692,38.44548844,27.13874865,299,692
693,38.44059734,27.20390480,475,693
694,38.46668782,27.15234750,153,694
695,38.42590960,27.16415537,332,695
696,38.48541032,27.17332681,430,696
697,38.48120018,27.15415593,199,697
698,38.46358117,27.21315940,44,698
699,38.43891549,27.19265751,360,699
700,38.45409577,27.15893908,265,700
701,38.38561906,27.07486281,247,701
702,38.40128058,27.09508152,428,702
703,38.39840099,27.11611772,175,703
704,38.37473405,27.10085843,381,704
705,38.39489630,27.09571558,418,705
706,38.38575072,27.10539883,159,706
707,38.36817698,27.06501131,323,707
708,38.39627215,27.11017974,23,708
709,38.36599308,27.07086864,72,709
710,38.36794082,27.08021804,486,710
711,38.39697000,27.11453979,156,711
712,38.38362799,27.06007185,22,712
713,38.37446712,27.14553075,347,713
714,38.36374614,27.11474793,226,714
715,38.34793880,27.10530968,48,715
716,38.37586096,27.06868540,306,716
717,38.37093567,27.10701466,321,717
718,38.33773949,27.12160603,119,718
719,38.41257823,27.08964911,409,719
720,38.38930992,27.09560392,178,720
721,38.39144760,27.12424553,210,721
722,38.36586416,27.09392388,90,722
723,38.34621390,27.11915981,69,723
724,38.39274321,27.12566485,354,724
725,38.38894485,27.08977840,167,725
726,38.38990390,27.08758273,422,726
727,38.39359387,27.06399159,408,727
728,38.34165563,27.11786535,461,728
729,38.36970148,27.08645661,280,729
730,38.39986738,27.08696059,295,730
731,38.38088169,27.10781107,487,731
732,38.37294805,27.07712330,388,732
733,38.37157920,27.08589418,487,733
734,38.31960561,27.08351501,443,734
735,38.44214224,27.12920028,498,735
736,38.38092359,27.09429761,381,736
737,38.40540143,27.07840421,222,737
738,38.37570493,27.07683559,112,738
739,38.36422006,27.11386912,275,739
740,38.35355452,27.10896758,328,740
741,38.37100436,27.11872508,86,741
742,38.37098265,27.11155807,81,742
743,38.37446291,27.07460157,414,743
744,38.40865440,27.10229455,369,744
745,38.39981127,27.09346067,45,745
746,38.40008237,27.11192569,102,746
747,38.37682500,27.07004429,192,747
748,38.37624955,27.07767419,268,748
749,38.37642391,27.10638635,336,749
750,38.39184063,27.06898334,263,750
751,38.41100565,27.11125515,470,751
752,38.35706146,27.12326059,156,752
753,38.40096925,27.10004781,87,753
754,38.33223662,27.13249069,232,754
755,38.40904579,27.12253189,149,755
756,38.38175012,27.10099334,387,756
757,38.34565772,27.11894443,122,757
758,38.38052358,27.09922189,189,758
759,38.39412887,27.09181364,30,759
760,38.34470914,27.11746124,110,760
761,38.37216802,27.08826013,199,761
762,38.37369176,27.06519111,415,762
763,38.36867821,27.10061431,443,763
764,38.37227185,27.09831781,460,764
765,38.38014176,27.07540440,114,765
766,38.37982658,27.09782919,235,766
767,38.40985183,27.11102388,110,767
768,38.42001331,27.09020327,431,768
769,38.37807690,27.11965747,464,769
770,38.38700764,27.13381995,201,770
771,38.36603707,27.10071392,223,771
772,38.39999852,27.11553144,408,772
773,38.40007452,27.05993628,366,773
774,38.37738589,27.13463100,470,774
775,38.38693320,27.06015678,241,775
